t,x,y,yaw
15.500000,8.517207,-8.171084,-4.011799
15.533333,8.443545,-8.226362,-3.978056
15.566667,8.368927,-8.286887,-3.944107
15.600000,8.294983,-8.351315,-3.910634
15.633333,8.223231,-8.418177,-3.877229
15.666667,8.155069,-8.485893,-3.843475
15.700000,8.088048,-8.557484,-3.809004
15.733333,8.021227,-8.634611,-3.773822
15.766667,7.957194,-8.714064,-3.738226
15.800000,7.896013,-8.795735,-3.702826
15.833333,7.837796,-8.879541,-3.667023
15.866667,7.780852,-8.968969,-3.629976
15.900000,7.725547,-9.064060,-3.592604
15.933333,7.674517,-9.159266,-3.556443
15.966667,7.631292,-9.245064,-3.521475
16.000000,7.594456,-9.322902,-3.486739
16.033333,7.568858,-9.375297,-3.452734
16.066667,7.551076,-9.407373,-3.418703
16.100000,7.536343,-9.432275,-3.383859
16.133333,7.521279,-9.463553,-3.348175
16.166667,7.505991,-9.503234,-3.312230
16.200000,7.491799,-9.545411,-3.277926
16.233333,7.479651,-9.582078,-3.244190
16.266667,7.469225,-9.613153,-3.208415
16.300000,7.460065,-9.642585,-3.169755
16.333333,7.452051,-9.670349,-3.130323
16.366667,7.445649,-9.708393,-3.090755
16.400000,7.442579,-9.766578,-3.050904
16.433333,7.442511,-9.830802,-3.012628
16.466667,7.443806,-9.889080,-2.976021
16.500000,7.446475,-9.943345,-2.938570
16.533333,7.453743,-10.007137,-2.898089
16.566667,7.466452,-10.080164,-2.856728
16.600000,7.483329,-10.156433,-2.817021
16.633333,7.500959,-10.226413,-2.779148
16.666667,7.517283,-10.286485,-2.742084
16.700000,7.524796,-10.322365,-2.705996
16.733333,7.523596,-10.338356,-2.670410
16.766667,7.520057,-10.349131,-2.634346
16.800000,7.516914,-10.360024,-2.597514
16.833333,7.514176,-10.371024,-2.560456
16.866667,7.509526,-10.378861,-2.524155
16.900000,7.502732,-10.383685,-2.488211
16.933333,7.493567,-10.385667,-2.451016
16.966667,7.484476,-10.387995,-2.411699
17.000000,7.478265,-10.393551,-2.371452
17.033333,7.482429,-10.409000,-2.331014
17.066667,7.502255,-10.437451,-2.290493
17.100000,7.534072,-10.473916,-2.251242
17.133333,7.565639,-10.507981,-2.213955
17.166667,7.600116,-10.541958,-2.175996
