t,x,y,yaw
21.333333,4.668744,1.950423,0.951327
21.366667,4.670679,1.959348,0.935951
21.400000,4.672685,1.968222,0.935834
21.433333,4.674792,1.977036,0.932370
21.466667,4.676986,1.985799,0.929495
21.500000,4.679154,1.994542,0.938367
21.533333,4.681355,2.003250,0.941103
21.566667,4.683576,2.011918,0.947175
21.600000,4.685751,2.020571,0.959558
21.633333,4.687839,2.029220,0.975852
21.666667,4.689997,2.037828,0.974357
21.700000,4.692420,2.046333,0.952278
21.733333,4.695022,2.054748,0.940995
21.766667,4.697740,2.063088,0.938592
21.800000,4.700585,2.071342,0.936012
21.833333,4.703513,2.079538,0.935261
21.866667,4.706476,2.087690,0.941182
21.900000,4.709477,2.095796,0.947553
21.933333,4.712591,2.103825,0.946078
21.966667,4.715887,2.111745,0.936805
22.000000,4.719244,2.119605,0.943180
22.033333,4.722716,2.127387,0.941033
22.066667,4.726184,2.135148,0.951599
22.100000,4.729749,2.142847,0.948385
22.133333,4.733347,2.150517,0.951212
22.166667,4.736902,2.158194,0.963995
22.200000,4.740499,2.165840,0.964403
22.233333,4.744046,2.173504,0.974961
22.266667,4.747480,2.181214,0.992647
22.300000,4.750759,2.188985,1.016089
22.333333,4.754123,2.196714,1.009555
22.366667,4.757664,2.204356,0.991680
22.400000,4.761357,2.211911,0.980921
22.433333,4.765178,2.219392,0.972480
22.466667,4.769085,2.226816,0.970709
22.500000,4.772937,2.234267,0.979295
22.533333,4.776693,2.241767,0.992509
22.566667,4.780391,2.249297,0.999436
22.600000,4.784068,2.256836,1.002880
22.633333,4.787703,2.264394,1.009781
22.666667,4.791206,2.272011,1.029686
22.700000,4.794603,2.279673,1.046880
22.733333,4.797822,2.287406,1.074424
22.766667,4.800969,2.295165,1.088960
22.800000,4.804100,2.302926,1.095684
22.833333,4.807207,2.310693,1.102337
22.866667,4.810308,2.318459,1.107861
22.900000,4.813461,2.326201,1.105350
22.933333,4.816557,2.333963,1.115290
22.966667,4.819439,2.341808,1.142593
23.000000,4.822254,2.349679,1.149730
23.033333,4.825006,2.357573,1.155464
23.066667,4.827600,2.365522,1.172719
23.100000,4.830188,2.373476,1.170520
